company,product,regular,sale,prime,category,sale_discount,prime_discount,prime_sale_difference,discount_bins,parsed_product
Tate's Bake Shop,"White Chocolate Macadamia Nut Cookies, 7 oz",5.99,4.99,4.49,bread_rolls_bakery,0.167,0.25,0.083,20% to 30%,Cookies
Tate's Bake Shop,"Butter Crunch Cookies, 7 oz",5.99,4.99,4.49,bread_rolls_bakery,0.167,0.25,0.083,20% to 30%,Cookies
Tate's Bake Shop,"Coconut Crisp Cookies, 7 oz",5.99,4.99,4.49,bread_rolls_bakery,0.167,0.25,0.083,20% to 30%,Cookies
Enjoy Life Foods,"Mini Chocolate Chip Soft Cookies 6 Pack, 1 each",4.19,3.99,3.59,bread_rolls_bakery,0.048,0.143,0.095,10% to 20%,Cookies
Cappello's,"Butternut Squash Ravioli, 9.9 oz",9.99,8.99,8.09,bread_rolls_bakery,0.1,0.19,0.09,10% to 20%,Pasta
Orgain,"Unsweetened Vanilla Organic Protein Almondmilk, 32 fl oz",5.79,4.69,4.22,dairy_eggs,0.19,0.271,0.081,20% to 30%,Almondmilk
Blue Diamond,"Unsweetened Chocolate Almond Breeze Almondmilk, 32 fl oz",2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Almondmilk
Blue Diamond,"Unsweetened Original Almond Breeze Almondmilk (1 Qt), 32 fl oz",2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Almondmilk
Blue Diamond,Chocolate Almond Breeze Almondmilk (32 Fl Oz),2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Almondmilk
Blue Diamond,"Original Almond Breeze Almondmilk, 32 fl oz",2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Almondmilk
Blue Diamond,"Vanilla Almond Breeze Almondmilk, 32 fl oz",2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Almondmilk
Blue Diamond,"Unsweetened Vanilla Almond Breeze Almondmilk (1 Qt), 32 fl oz",2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Almondmilk
Orgain,"Vanilla Organic Protein Almondmilk, 32 fl oz",5.29,4.69,4.22,dairy_eggs,0.113,0.202,0.089,20% to 30%,Almondmilk
Kite Hill,"European Style Plant Based Butter, 8 oz",5.99,4.49,4.04,dairy_eggs,0.25,0.326,0.076,30% to 40%,Butter
Clover Sonoma,Lactose Free Vitamin D Whole Milk,3.79,3.29,2.96,dairy_eggs,0.132,0.219,0.087,20% to 30%,Milk
Blue Diamond,"Almond Breeze Almond Coconut Blend Unsweetened Vanilla Coconut Milk, 32 fl oz",2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Milk
Lifeway,"Chocolate Kefir, 32 fl oz",4.59,2.67,2.4,dairy_eggs,0.418,0.477,0.059,40% to 50%,Dairy
Lifeway,"Lowfat Cherry Kefir, 32 fl oz",4.59,2.67,2.4,dairy_eggs,0.418,0.477,0.059,40% to 50%,Dairy
Straus Family Creamery,"Organic Sour Cream, 16 oz",5.29,3.99,3.59,dairy_eggs,0.246,0.321,0.075,30% to 40%,Dairy
Remedy Organics,"Organic Matcha Oxidants, 12 fl oz",4.99,3.99,3.59,dairy_eggs,0.2,0.281,0.081,20% to 30%,Dairy
Remedy Organics,"Organic Super Chai Fuel, 12 fl oz",4.99,3.99,3.59,dairy_eggs,0.2,0.281,0.081,20% to 30%,Dairy
GT's Cocoyo,Organic Pure 8oz,5.99,4.99,4.49,dairy_eggs,0.167,0.25,0.083,20% to 30%,Dairy
GT's Cocoyo,Organic Vanilla 8oz,5.99,4.99,4.49,dairy_eggs,0.167,0.25,0.083,20% to 30%,Dairy
Organic Valley,"Organic Jack, 8 oz",7.29,6.29,5.66,dairy_eggs,0.137,0.224,0.087,20% to 30%,Dairy
Cypress Grove,Truffle Tremor,29.99,25.99,23.39,dairy_eggs,0.133,0.22,0.087,20% to 30%,Dairy
Clover Sonoma,Lactose Free Vitamin A & D 2% Milk,3.79,3.29,2.96,dairy_eggs,0.132,0.219,0.087,20% to 30%,Dairy
Blue Diamond,"Unsweetened Original Almond Coconut Blend, 32 fl oz",2.29,1.99,1.79,dairy_eggs,0.131,0.218,0.087,20% to 30%,Dairy
Navitas Organics,"Organic Cacao Powder, 16 oz",21.99,19.79,17.81,dairy_eggs,0.1,0.19,0.09,10% to 20%,Dairy
Hervé Mons,1924 Bleu,26.99,24.99,22.49,dairy_eggs,0.074,0.167,0.093,10% to 20%,Dairy
ROGUE CREAMERY,Organic Enraptured Blue,29.99,27.99,25.19,dairy_eggs,0.067,0.16,0.093,10% to 20%,Dairy
Vital Farms,"Pasture Raised Large Grade A Eggs, 36 oz",7.99,7.49,6.74,dairy_eggs,0.063,0.156,0.093,10% to 20%,Dairy
Sown,"Organic Sweet & Creamy Oat Creamer, 32 fl oz",4.99,4.69,4.22,dairy_eggs,0.06,0.154,0.094,10% to 20%,Dairy
Sown,"Organic Unsweetened Oat Creamer, 32 fl oz",4.99,4.69,4.22,dairy_eggs,0.06,0.154,0.094,10% to 20%,Dairy
Emmi,"Swiss Raclette, 0.28 lb",19.99,18.99,17.09,dairy_eggs,0.05,0.145,0.095,10% to 20%,Dairy
siggi's,"Plant-Based Probiotics Coconut Vanilla Kefir, 8 fl oz",2.49,2.39,2.15,dairy_eggs,0.04,0.137,0.097,10% to 20%,Dairy
Green Valley Creamery,"Lactose Free Sour Cream, 12 oz",3.79,3.69,3.32,dairy_eggs,0.026,0.124,0.098,10% to 20%,Dairy
Rumiano Cheese,"Organic Sliced Monterey Jack, 6 ounce",5.29,4.29,3.86,dairy_eggs,0.189,0.27,0.081,20% to 30%,Dairy
Vermont Creamery,"St. Albans, 2.82 oz",8.99,6.99,6.29,dairy_eggs,0.222,0.3,0.078,20% to 30%,Dairy
JASPER HILL,Bayley Hazen Blue,27.99,25.99,23.39,dairy_eggs,0.071,0.164,0.093,10% to 20%,Dairy
Emmi,Swiss Raclette,17.99,16.99,15.29,dairy_eggs,0.056,0.15,0.094,10% to 20%,Dairy
Chobani,"Mixed Berry Vanilla Greek Yogurt Shake, 10 fl oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Icelandic Provisions,"Key Lime Skyr, 5.3 oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Icelandic Provisions,"Peach, Apricot Skyr, 4.4 ounce",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Icelandic Provisions,"Blueberry Walnut Skyr, 4.4 ounce",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Icelandic Provisions,"Strawberry Almond Skyr, 4.4 ounce",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Icelandic Provisions,"Peach Cloudberry Skyr, 5.3 oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Chobani,"Strawberry Cream Greek Yogurt Shake, 10 fl oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Icelandic Provisions,"Coconut Skyr, 5.3 oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Chobani,"Vanilla Greek Yogurt Shake, 10 fl oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Icelandic Provisions,"Strawberry Lingonberry Thick & Creamy Skyr, 5.3 oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Koia,"Carmel Créme Keto Beverage, 12 fl oz",4.49,3,2.7,dairy_eggs,0.332,0.399,0.067,30% to 40%,Beverage
Koia,"Cake Batter Keto Beverage, 12 fl oz",4.49,3,2.7,dairy_eggs,0.332,0.399,0.067,30% to 40%,Beverage
Koia,"Chocolate Brownie Keto Beverage, 12 fl oz",4.49,3,2.7,dairy_eggs,0.332,0.399,0.067,30% to 40%,Beverage
Koia,"Cinnamon Horchata Protein Beverage, 12 fl oz",3.99,3,2.7,dairy_eggs,0.248,0.323,0.075,30% to 40%,Beverage
Koia,"Coconut Almond Plant Powered Protein Drink, 12 fl oz",3.99,3,2.7,dairy_eggs,0.248,0.323,0.075,30% to 40%,Beverage
Koia,"Chocolate Banana Plant Protein Drink, 12 fl oz",3.99,3,2.7,dairy_eggs,0.248,0.323,0.075,30% to 40%,Beverage
So Delicious,"Strawberry Coconutmilk Yogurt, 5.3 oz",1.99,1.5,1.35,dairy_eggs,0.246,0.322,0.076,30% to 40%,Yogurt
So Delicious,"Mixed Berry Coconutmilk Yogurt, 5.3 oz",1.99,1.5,1.35,dairy_eggs,0.246,0.322,0.076,30% to 40%,Yogurt
So Delicious,"Mango Coconutmilk Yogurt, 5.3 oz",1.99,1.5,1.35,dairy_eggs,0.246,0.322,0.076,30% to 40%,Yogurt
Ripple Foods,"Unsweetened Non-dairy Beverage, 48 fl oz",4.99,3.99,3.59,dairy_eggs,0.2,0.281,0.081,20% to 30%,Beverage
siggi's,"Vanilla Plant Based Yogurt, 24 oz",7.49,5.99,5.39,dairy_eggs,0.2,0.28,0.08,20% to 30%,Yogurt
siggi's,"Plain Plant Based Yogurt, 24 oz",7.49,5.99,5.39,dairy_eggs,0.2,0.28,0.08,20% to 30%,Yogurt
Ellenos,"Greek Yogurt Lemon Curd, 5.3 oz",2.69,2.19,1.97,dairy_eggs,0.186,0.268,0.082,20% to 30%,Yogurt
Ellenos,"Real Greek Yogurt Marionberry, 5.3 oz",2.69,2.19,1.97,dairy_eggs,0.186,0.268,0.082,20% to 30%,Yogurt
Ellenos,"Mango Greek Yogurt, 5.3 oz",2.69,2.19,1.97,dairy_eggs,0.186,0.268,0.082,20% to 30%,Yogurt
Ellenos,"Real Greek Yogurt Passionfruit, 5.3 oz",2.69,2.19,1.97,dairy_eggs,0.186,0.268,0.082,20% to 30%,Yogurt
siggi's,"Strawberry Yogurt 4 Pack, 5.3 oz",5.49,4.5,4.05,dairy_eggs,0.18,0.262,0.082,20% to 30%,Yogurt
siggi's,"Vanilla Yogurt 4 Count, 5.3 oz",5.49,4.5,4.05,dairy_eggs,0.18,0.262,0.082,20% to 30%,Yogurt
Straus Family Creamery,"Organic Plain Greek Yogurt, 32 oz",8.99,7.49,6.74,dairy_eggs,0.167,0.25,0.083,20% to 30%,Yogurt
GT's Cocoyo,"Living Coconut Yogurt Raspberry, 8 oz",5.99,4.99,4.49,dairy_eggs,0.167,0.25,0.083,20% to 30%,Yogurt
Kite Hill,"Vanilla Unsweetened Greek Syle Yogurt, 16 oz",5.39,4.49,4.04,dairy_eggs,0.167,0.25,0.083,20% to 30%,Yogurt
Straus Family Creamery,"Organic Plain Nonfat Greek Yogurt, 32 oz",8.99,7.49,6.74,dairy_eggs,0.167,0.25,0.083,20% to 30%,Yogurt
GT's Cocoyo,"Living Coconut Yogurt Cacao, 8 oz",5.99,4.99,4.49,dairy_eggs,0.167,0.25,0.083,20% to 30%,Yogurt
So Delicious,"Yogurt Blueberry, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
So Delicious,"Dairy Free Coconut Milk Yogurt Alternative, Strawberry Banana, Vegan, Non-GMO Project Verified, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
So Delicious,"Dairy Free Coconut Milk Yogurt Alternative, Peach, Vegan, Non-GMO Project Verified, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
So Delicious,"Dairy Free Coconut Milk Yogurt Alternative, Chocolate, Vegan, Non-GMO Project Verified, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
So Delicious,"Dairy Free Coconut Milk Yogurt Alternative, Strawberry, Vegan, Non-GMO Project Verified, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
So Delicious,"Dairy Free Coconut Milk Yogurt Alternative, Key Lime, Vegan, Non-GMO Project Verified, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
So Delicious,"Yogurt Raspberry, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
GoodBelly,"Straightshot Yumberry Oat Drink, 2.7 fl oz",3.29,2.79,2.51,dairy_eggs,0.152,0.237,0.085,20% to 30%,Beverage
Oatly,"Plain Plant Based Yogurt, 5.3 oz",1.99,1.69,1.52,dairy_eggs,0.151,0.236,0.085,20% to 30%,Yogurt
Oatly,"Strawberry Plant Based Yogurt, 5.3 oz",1.99,1.69,1.52,dairy_eggs,0.151,0.236,0.085,20% to 30%,Yogurt
Oatly,"Mixed Berry Plant Based Yogurt, 5.3 oz",1.99,1.69,1.52,dairy_eggs,0.151,0.236,0.085,20% to 30%,Yogurt
Wallaby,"Yogurt Greek Plain Organic, 32 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Yogurt
Wallaby,"Organic Whole Milk Greek Yogurt, Blended Vanilla Bean, 32 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Yogurt
Wallaby,"Organic Aussie Greek Whole Milk Yogurt, Strawberry, Organic, 32 ounce",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Yogurt
Wallaby,"Yogurt Greek Plain Low Fat Organic, 32 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Yogurt
Wallaby,"Yogurt Greek Plain Non Fat Organic, 32 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Yogurt
Sproud™,"Beverage, 33.8 fl oz",3.49,3,2.7,dairy_eggs,0.14,0.226,0.086,20% to 30%,Beverage
Green Valley Creamery,"Lactose Free Whole Milk Plain Yogurt, 24 oz",5.69,4.99,4.49,dairy_eggs,0.123,0.211,0.088,20% to 30%,Yogurt
Green Valley Creamery,"Lactose Free Organic Plain Lowfat Yogurt, 24 oz",5.69,4.99,4.49,dairy_eggs,0.123,0.211,0.088,20% to 30%,Yogurt
Wallaby,"Yogurt Aussie Smooth Whole Milk Plain, 32 ounce",4.49,3.99,3.59,dairy_eggs,0.111,0.2,0.089,10% to 20%,Yogurt
Wallaby,"Organic Aussie Smooth Whole Milk Yogurt, Vanilla, USDA Organic, 32 oz",4.49,3.99,3.59,dairy_eggs,0.111,0.2,0.089,10% to 20%,Yogurt
Chobani,"Flip Almond Coco Loco Greek Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Strawberry Complete Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Wild Blueberry Greek Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Mixed Berry Complete Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Peach Complete Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Vanilla Complete Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Madagascar Vanilla And Cinnamon Greek Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Monterey Strawberry Less Sugar Greek Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Chobani,"Flip S'more S'mores Greek Yogurt, 5.3 oz",1.39,1.25,1.12,dairy_eggs,0.101,0.194,0.093,10% to 20%,Yogurt
Stonyfield,Organic Strawberry Kidstoppers Yogurt,5.99,5.49,4.94,dairy_eggs,0.083,0.175,0.092,10% to 20%,Yogurt
GoodBelly,"Supershot Extra Boost Lemon Ginger Oatdrink, 2.7 fl oz",7.29,6.79,6.11,dairy_eggs,0.069,0.162,0.093,10% to 20%,Beverage
Stonyfield,"Organic Blueberry Yogurt Pouches, 3.5 oz",1.49,1.39,1.25,dairy_eggs,0.067,0.161,0.094,10% to 20%,Yogurt
Stonyfield,"Organic Organic Whole Milk Strawberry Beet Berry Yogurt Pouch, 3.5 oz",1.49,1.39,1.25,dairy_eggs,0.067,0.161,0.094,10% to 20%,Yogurt
Stonyfield,"Organic Organic Vanilla Whole Milk Yogurt, 3.5 oz",1.49,1.39,1.25,dairy_eggs,0.067,0.161,0.094,10% to 20%,Yogurt
Stonyfield,"Organic Yogurt Tod Pear Spinach Mango, 3.5 oz",1.49,1.39,1.25,dairy_eggs,0.067,0.161,0.094,10% to 20%,Yogurt
Stonyfield,"Organic Low Fat Strawberry Yogurt Pouch, 3.5 oz",1.49,1.39,1.25,dairy_eggs,0.067,0.161,0.094,10% to 20%,Yogurt
Stonyfield,"Organic Blueberry Whole Milk Yogurt Pouch, 3.5 oz",1.49,1.39,1.25,dairy_eggs,0.067,0.161,0.094,10% to 20%,Yogurt
siggi's,"Strawberry Plant Based Yogurt Drink, 8 fl oz",2.49,2.39,2.15,dairy_eggs,0.04,0.137,0.097,10% to 20%,Yogurt
Kite Hill,"Vanilla Unsweetened Greek Syle Yogurt, 5.3 oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Wallaby,"Organic Aussie Greek Honey Low Fat Yogurt, Sweetened with Honey, Organic, 5.3 oz",1.79,1.25,1.12,dairy_eggs,0.302,0.374,0.072,30% to 40%,Yogurt
Icelandic Provisions,"Blueberry Bilberry Skyr, 5.3 oz",1.99,1.25,1.12,dairy_eggs,0.372,0.437,0.065,40% to 50%,Yogurt
Wallaby,"Organic Aussie Greek Peach Low Fat Yogurt, Sweetened with Honey, 5.3 oz, USDA Organic",1.79,1.25,1.12,dairy_eggs,0.302,0.374,0.072,30% to 40%,Yogurt
Wallaby,"Organic Aussie Greek Mixed Berry Low Fat Yogurt, Sweetened with Honey, Organic, 5.3 oz",1.79,1.25,1.12,dairy_eggs,0.302,0.374,0.072,30% to 40%,Yogurt
Chobani,"Blueberry Pomegranate Oat Yogurt, 5.3 oz",1.69,1.25,1.12,dairy_eggs,0.26,0.337,0.077,30% to 40%,Yogurt
NOUNOS CREAMERY,"Peach Passion Fruit Greek Lowfat Yogurt, 5.3 oz",2.49,2,1.8,dairy_eggs,0.197,0.277,0.08,20% to 30%,Yogurt
So Delicious,"Yogurt Vanilla, 5.3 oz",1.79,1.5,1.35,dairy_eggs,0.162,0.246,0.084,20% to 30%,Yogurt
NOUNOS CREAMERY,"Mixed Berry Greek Yogurt, 5.3 oz",2.29,2,1.8,dairy_eggs,0.127,0.214,0.087,20% to 30%,Yogurt
NOUNOS CREAMERY,"Vanilla Bean Greek Yogurt, 5.3 oz",2.29,2,1.8,dairy_eggs,0.127,0.214,0.087,20% to 30%,Yogurt
NOUNOS CREAMERY,"Coconut Mango Greek Yogurt, 5.3 oz",2.29,2,1.8,dairy_eggs,0.127,0.214,0.087,20% to 30%,Yogurt
Tillamook,"Kosher Medium Cheddar Cheese, 8 oz",5.49,3.79,3.41,dairy_eggs,0.31,0.379,0.069,30% to 40%,Cheese
Tillamook,"Sharp Cheddar Cheese, 8 oz",5.49,3.79,3.41,dairy_eggs,0.31,0.379,0.069,30% to 40%,Cheese
Tillamook,"Extra Sharp Cheddar Cheese, 8 oz",5.49,3.79,3.41,dairy_eggs,0.31,0.379,0.069,30% to 40%,Cheese
MYTHREESONS,"Emmy's Original Pimento Cheese, 10 oz",8.99,6.99,6.29,dairy_eggs,0.222,0.3,0.078,20% to 30%,Cheese
MYTHREESONS,"Spicy White Cheddar Pimento Cheese, 10 oz",8.99,6.99,6.29,dairy_eggs,0.222,0.3,0.078,20% to 30%,Cheese
Good Culture,"Organic Double Cream Classic Cottage Cheese, 6% Milk Fat, 16 oz",5.49,4.49,4.04,dairy_eggs,0.182,0.264,0.082,20% to 30%,Cheese
Good Culture,"Organic Whole Milk Classic Cottage Cheese, 4% Milk Fat, 16 oz",5.49,4.49,4.04,dairy_eggs,0.182,0.264,0.082,20% to 30%,Cheese
Vermont Creamery,"Bijou Aged Goat Cheese ""Crottin"", 4 oz",10.99,8.99,8.09,dairy_eggs,0.182,0.264,0.082,20% to 30%,Cheese
BUF CREAME,Mozzarella,10.99,8.99,8.09,dairy_eggs,0.182,0.264,0.082,20% to 30%,Cheese
Fondueand More,"Cheese Fondue Box, 14 oz",10.99,8.99,8.09,dairy_eggs,0.182,0.264,0.082,20% to 30%,Cheese
Good Culture,"Organic Low-Fat Classic Cottage Cheese, 2% Milk Fat, 16 oz",5.49,4.49,4.04,dairy_eggs,0.182,0.264,0.082,20% to 30%,Cheese
Klare Melk,Truffle Gouda,27.99,22.99,20.69,dairy_eggs,0.179,0.261,0.082,20% to 30%,Cheese
Organic Valley,"Organic Mozzarella Cheese Stringles, 1 each",5.99,4.99,4.49,dairy_eggs,0.167,0.25,0.083,20% to 30%,Cheese
Good Culture,"Organic Blueberry Acai Chia Cottage Cheese, 4% Milk Fat, 5.3 oz",1.99,1.67,1.5,dairy_eggs,0.161,0.246,0.085,20% to 30%,Cheese
Good Culture,"Organic Whole Milk Classic Cottage Cheese, 4% Milk Fat, 5.3 oz",1.99,1.67,1.5,dairy_eggs,0.161,0.246,0.085,20% to 30%,Cheese
Good Culture,"Organic Low-Fat Classic Cottage Cheese, 2% Milk Fat, 5.3 oz",1.99,1.67,1.5,dairy_eggs,0.161,0.246,0.085,20% to 30%,Cheese
Good Culture,"Organic 4% Milk Fat Strawberry Chia Cottage Cheese, 4% Milk Fat, 5.3 oz",1.99,1.67,1.5,dairy_eggs,0.161,0.246,0.085,20% to 30%,Cheese
Good Culture,"Organic Double Cream Classic Cottage Cheese, 6% Milk Fat, 5 oz",1.99,1.67,1.5,dairy_eggs,0.161,0.246,0.085,20% to 30%,Cheese
Whole Foods Market,Jarlsberg Light Cheese,9.99,8.49,7.64,dairy_eggs,0.15,0.235,0.085,20% to 30%,Cheese
Rumiano Cheese,"Organic Pepper Jack Cheddar Cheese Bar, 8 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Cheese
Rumiano Cheese,"Organic Monterey Jack Cheese Bar, 8 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Cheese
Rumiano Cheese,"Organic Gouda, 8 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Cheese
Ca de Ambros,Taleggio,13.99,11.99,10.79,dairy_eggs,0.143,0.229,0.086,20% to 30%,Cheese
Organic Valley,"Raw Sharp Cheddar Cheese, 8 oz",7.29,6.29,5.66,dairy_eggs,0.137,0.224,0.087,20% to 30%,Cheese
Sweet Grass Dairy,"Pimento Cheese, 6 oz",8.99,7.99,7.19,dairy_eggs,0.111,0.2,0.089,10% to 20%,Cheese
FROMAGER D AFFINOIS,Saint Angel,17.99,15.99,14.39,dairy_eggs,0.111,0.2,0.089,10% to 20%,Cheese
Kite Hill,"Cracked Pepper Cheese Spread Plant Based, 8 oz",9.99,8.99,8.09,dairy_eggs,0.1,0.19,0.09,10% to 20%,Cheese
Kite Hill,"Garlic And Herb Cheese Spread Plant Based, 8 oz",9.99,8.99,8.09,dairy_eggs,0.1,0.19,0.09,10% to 20%,Cheese
Green Valley Creamery,"Organic Lactose Free Cottage Cheese, 12 oz",4.99,4.49,4.04,dairy_eggs,0.1,0.19,0.09,10% to 20%,Cheese
Mitica,The Drunken Goat Cheese,19.99,17.99,16.19,dairy_eggs,0.1,0.19,0.09,10% to 20%,Cheese
Whole Foods Market,"Farmer Cheese, 16 oz",5.49,4.99,4.49,dairy_eggs,0.091,0.182,0.091,10% to 20%,Cheese
NEALS YARD,Keens Farmhouse Cheddar,23.99,21.99,19.79,dairy_eggs,0.083,0.175,0.092,10% to 20%,Cheese
BARBERS,Sweet Red Grass Fed Cheddar,12.99,11.99,10.79,dairy_eggs,0.077,0.169,0.092,10% to 20%,Cheese
Organic Valley,"Organic Shredded Parmesan Cheese, 4 oz",6.49,5.99,5.39,dairy_eggs,0.077,0.169,0.092,10% to 20%,Cheese
BARBERS,"Sweet Red Cheddar Cubes, 0.28 lb",13.99,12.99,11.69,dairy_eggs,0.071,0.164,0.093,10% to 20%,Cheese
KAASAGGIO,Robusto Gouda,18.99,17.99,16.19,dairy_eggs,0.053,0.147,0.094,10% to 20%,Cheese
KAASAGGIO,"Robusto Cubes, 0.34 lb",20.99,19.99,17.99,dairy_eggs,0.048,0.143,0.095,10% to 20%,Cheese
Emmi,Ages Kaltbatch La Cremeux,21.99,20.99,18.89,dairy_eggs,0.045,0.141,0.096,10% to 20%,Cheese
Whole Foods Market,"Cheddar Mild Cubes, 8 oz",3.99,2.99,2.69,dairy_eggs,0.251,0.326,0.075,30% to 40%,Cheese
Whole Foods Market,"Colby Jack Cubes, 8 oz",3.99,2.99,2.69,dairy_eggs,0.251,0.326,0.075,30% to 40%,Cheese
Rumiano Cheese,"Sliced Sharp Cheddar Cheese, 6 oz",5.29,4.29,3.86,dairy_eggs,0.189,0.27,0.081,20% to 30%,Cheese
Kourella's,"Organic Barrel Feta, 5.3 oz",5.99,4.99,4.49,dairy_eggs,0.167,0.25,0.083,20% to 30%,Cheese
Organic Valley,"Organic Grated Parmesan Cheese, 4 oz",6.49,5.99,5.39,dairy_eggs,0.077,0.169,0.092,10% to 20%,Cheese
Freak Flag Organics,"Organic Broccoli & Cheese Mac & Freak, 6 oz",2.99,2,1.8,dairy_eggs,0.331,0.398,0.067,30% to 40%,Cheese
Freak Flag Organics,"Organic Four Cheese Mac & Freak, 6 oz",2.99,2,1.8,dairy_eggs,0.331,0.398,0.067,30% to 40%,Cheese
Lactalis,Brie De Paris,12.99,8.99,8.09,dairy_eggs,0.308,0.377,0.069,30% to 40%,Cheese
Lactalis,Le Petit Brie,15.99,11.99,10.79,dairy_eggs,0.25,0.325,0.075,30% to 40%,Cheese
Whole Foods Market,Part-skim Mozzarella Cheese,2.99,2.49,2.24,dairy_eggs,0.167,0.251,0.084,20% to 30%,Cheese
Whole Foods Market,"Mild Cheddar Cheese Bar, 8 oz",2.99,2.49,2.24,dairy_eggs,0.167,0.251,0.084,20% to 30%,Cheese
Whole Foods Market,"Medium Cheddar Cheese, 8 oz",2.99,2.49,2.24,dairy_eggs,0.167,0.251,0.084,20% to 30%,Cheese
Whole Foods Market,"Colby Jack Cheese, 8 oz",2.99,2.49,2.24,dairy_eggs,0.167,0.251,0.084,20% to 30%,Cheese
Whole Foods Market,"Monterey Jack Cheese, 8 oz",2.99,2.49,2.24,dairy_eggs,0.167,0.251,0.084,20% to 30%,Cheese
Organic Valley,Organic Mozzarella Cheese,6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Cheese
Organic Valley,"Organic Raw Mild Cheddar Cheese, 8 oz",6.99,5.99,5.39,dairy_eggs,0.143,0.229,0.086,20% to 30%,Cheese
Cabot Creamery,"Vermont Extra Sharp Cheddar Cheese, 8 oz",3.99,3.49,3.14,dairy_eggs,0.125,0.213,0.088,20% to 30%,Cheese
Cabot Creamery,"Habanero Cheddar Cheese, 8 oz",3.99,3.49,3.14,dairy_eggs,0.125,0.213,0.088,20% to 30%,Cheese
Ca de Ambros,"Taleggio, 0.3 lb",15.99,13.99,12.59,dairy_eggs,0.125,0.213,0.088,20% to 30%,Cheese
